"STATION","NAME","DATE","PRCP","TMIN"
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-02-26","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-02-27","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-02-28","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-01","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-02","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-03","0.01",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-04","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-05","0.15",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-06","0.02",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-07","0.76",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-08","0.04",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-09","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-10","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-11","0.70",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-12","0.06",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-13","0.04",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-14","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-15","0.20",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-16","1.46",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-17","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-18","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-19","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-20","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-21","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-22","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-23","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-24","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-25","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-26","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-27","1.04",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-28","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-29","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-30","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-03-31","0.72",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-01","0.15",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-02","0.35",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-03","1.20",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-04","0.12",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-05","0.06",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-06","0.13",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-07","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-08","0.02",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-09","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-10","0.25",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-11","0.02",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-12","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-13","0.21",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-14","0.12",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-15","0.04",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-16","0.34",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-17","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-18","0.95",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-19","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-20","0.05",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-21","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-22","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-23","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-24","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-25","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-26","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-27","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-28","1.04",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-29","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-04-30","0.02",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-01","0.20",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-05","0.17",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-06","0.05",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-13","0.09",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-16","0.05",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-18","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-19","0.45",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-25","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-26","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-30","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-05-31","0.00",
"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","2026-06-01","0.05",
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-01",,"13"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-02",,"20"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-03",,"22"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-04",,"24"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-05",,"33"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-06",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-07",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-08",,"41"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-09",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-10",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-11",,"22"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-12",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-13",,"35"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-14",,"19"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-15",,"16"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-16",,"22"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-17",,"13"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-18",,"9"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-19",,"1"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-20",,"5"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-21",,"23"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-22",,"9"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-23",,"-8"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-24",,"-5"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-25",,"8"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-26",,"2"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-27",,"8"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-28",,"4"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-29",,"5"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-30",,"11"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-01-31",,"13"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-01",,"17"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-02",,"22"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-03",,"21"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-04",,"21"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-05",,"19"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-06",,"23"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-07",,"15"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-08",,"22"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-09",,"21"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-10",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-11",,"28"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-12",,"28"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-13",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-14",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-15",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-16",,"40"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-17",,"39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-18",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-19",,"37"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-20",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-21",,"25"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-22",,"20"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-23",,"21"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-24",,"21"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-25",,"28"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-26",,"26"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-27",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-02-28",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-01",,"25"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-02",,"27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-03",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-04",,"33"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-05",,"35"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-06",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-07",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-08",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-09",,"48"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-10",,"37"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-11",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-12",,"31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-13",,"34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-14",,"31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-15",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-16",,"19"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-17",,"16"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-18",,"23"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-19",,"35"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-20",,"40"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-21",,"39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-22",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-23",,"31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-24",,"31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-25",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-26",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-27",,"31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-28",,"29"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-29",,"42"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-30",,"53"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-03-31",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-01",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-02",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-03",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-04",,"41"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-05",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-06",,"32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-07",,"29"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-08",,"36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-09",,"43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-10",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-11",,"39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-12",,"51"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-13",,"62"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-14",,"52"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-15",,"51"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-16",,"45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-17",,"43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-18",,"43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-19",,"39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-20",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-21",,"50"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-22",,"45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-23",,"48"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-24",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-25",,"42"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-26",,"44"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-27",,"51"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-28",,"50"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-29",,"42"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-04-30",,"41"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-01",,"38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-02",,"39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-03",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-04",,"51"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-05",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-06",,"45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-07",,"42"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-08",,"45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-09",,"49"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-10",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-11",,"43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-12",,"45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-13",,"46"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-14",,"47"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-15",,"53"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-16",,"61"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-17",,"57"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-18",,"61"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-19",,"62"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-20",,"48"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-21",,"49"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-22",,"51"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-23",,"52"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-24",,"55"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-25",,"60"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-26",,"61"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-27",,"60"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-28",,"53"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-29",,"53"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-30",,"56"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-05-31",,"56"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-01",,"55"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-02",,"56"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-03",,"56"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-04",,"60"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-05",,"71"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-06",,"66"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-07",,"62"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2026-06-08",,"64"
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-03",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-05","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-07","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-08","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-13",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-26",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-27","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-28","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-29","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-01-30","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-09",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-10","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-11","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-12","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-13","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-14","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-15","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-16","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-17","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-24",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-02-25","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-03-09",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-03-22",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-03-26",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-03-28",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-04-03",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-04-07",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-04-24",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-04-25","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-04-29",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-02",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-03","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-04","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-07",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-08","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-10",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-18",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-20",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-21","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-22","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-23","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-26",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-27","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-28","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-29","0.00",
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-05-31",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-06-02",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-06-05",,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2026-06-08",,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-03-27","0.49",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-01","1.18",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-02","0.54",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-03","1.04",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-04","1.32",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-05","0.09",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-10","0.30",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-11","0.01",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-13","0.23",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-14","0.05",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-15","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-16","0.48",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-18","0.79",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-20","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-22","0.02",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-28","0.97",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-04-29","0.02",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-01","0.15",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-02","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-03","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-04","0.08",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-05","0.13",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-06","0.08",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-08","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-09","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-10","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-11","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-12","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-13","0.06",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-14","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-15","0.02",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-16","0.08",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-17","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-18","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-19","0.42",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-20","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-21","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-22","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-23","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-24","0.39",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-25","0.19",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-05-26","0.00",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-06-06","0.37",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-06-07","0.59",
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2026-06-08","1.18",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-01","0.02",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-02","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-03","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-04","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-05","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-06","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-07","0.00",
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2026-01-08","0.00",
